,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
0,266,51630,151,b'GALAXY',b'STARBURST',0.05248393,1031.952,218.4372,145.1758,284.6306,36.25033,133.5714,107.7979,-47.20582,-13.38404
1,266,51602,439,b'GALAXY',b'STARFORMING',0.02524963,361.8823,62.27009,49.50208,196.5373,20.22365,85.68478,58.60144,-9.004434,-5.064639
2,267,51608,229,b'GALAXY',b'STARBURST',0.0371546,732.1072,147.4689,68.83253,215.644,16.31324,142.4632,101.7864,-50.48171,-14.81608
3,268,51633,38,b'GALAXY',b'',0.03283051,151.1079,45.61246,95.64,146.4963,38.41273,53.4021,49.65108,-2.315518,-2.076739
4,268,51633,348,b'GALAXY',b'STARBURST',0.05736349,235.4645,71.243,90.98298,44.31968,7.145281,54.01042,34.26589,-45.68194,-8.963382
5,268,51633,516,b'GALAXY',b'STARFORMING',0.03265744,230.2115,72.12334,83.65878,45.74789,9.351771,53.76291,40.8898,-23.6786,-4.462362
6,269,51910,498,b'QSO',b'',0.1227516,207.2204,35.03456,417.6251,204.4124,30.8359,35.48033,33.33672,-13.08108,-12.17849
7,269,51910,576,b'GALAXY',b'STARFORMING',0.04705122,770.6807,175.8909,44.0558,274.0989,15.43876,130.4917,91.85715,-43.75001,-15.25648
8,270,51909,172,b'GALAXY',b'STARFORMING',0.06949116,98.82668,19.11937,9.671737,46.07165,7.919681,24.3009,18.52656,-11.18985,-5.328192
9,270,51909,477,b'GALAXY',b'STARBURST',0.09241752,343.7934,87.65579,31.25239,126.1047,14.81628,72.06064,57.42749,-38.22985,-14.23875
10,270,51909,614,b'GALAXY',b'STARFORMING',0.1297009,249.0042,48.81063,40.1546,137.401,18.11111,67.50287,60.22765,-13.63911,-7.60388
11,271,51883,217,b'GALAXY',b'STARBURST',0.06045667,619.0553,142.59,52.43863,247.1728,16.54991,109.1012,77.6297,-46.5448,-18.86506
12,271,51883,372,b'GALAXY',b'AGN',0.1202189,1598.164,448.2043,4045.211,676.4777,231.2107,491.397,385.0465,-79.11091,-34.34536
13,273,51957,450,b'GALAXY',b'STARBURST',0.1274085,590.4929,123.8487,249.1987,345.9718,27.22977,106.2446,95.62553,-41.57747,-24.12851
14,274,51913,214,b'GALAXY',b'STARFORMING',0.08751033,209.5245,35.75175,17.13272,101.1173,8.554959,41.69159,35.65967,-16.9976,-8.218009
15,274,51913,336,b'GALAXY',b'STARFORMING',0.06089189,191.0509,39.54474,15.06595,77.15327,7.931398,47.85304,34.28198,-16.09553,-6.537997
16,275,51910,84,b'GALAXY',b'STARFORMING',0.08623032,250.7644,63.9893,28.91796,141.3794,12.05745,55.29694,42.43782,-16.36414,-9.392373
17,275,51910,275,b'GALAXY',b'STARBURST',0.1067032,816.6388,191.2365,222.463,494.0532,34.15618,135.1958,115.0331,-46.07128,-27.12671
18,275,51910,622,b'GALAXY',b'STARBURST',0.05060999,3120.461,671.2663,261.8392,1094.183,72.21241,552.294,415.5394,-67.96824,-23.71755
19,276,51909,112,b'GALAXY',b'STARBURST',0.03807046,240.3609,71.86121,128.7973,31.95925,7.508173,45.38154,31.36673,-41.15493,-5.676023
20,276,51909,261,b'GALAXY',b'STARBURST',0.07181372,450.7692,125.9873,120.4111,112.2177,20.67344,90.45093,63.38084,-47.01618,-11.63315
21,276,51909,315,b'GALAXY',b'STARBURST',0.06309882,252.4125,72.75274,388.8769,10.79843,3.831797,17.76421,12.66994,-149.5112,-5.388326
22,276,51909,457,b'GALAXY',b'STARFORMING',0.03902899,883.7012,150.0346,29.97914,356.4453,18.85187,131.9901,100.0182,-31.64275,-12.43334
23,277,51908,120,b'GALAXY',b'STARBURST',0.08585819,1610.199,307.9782,87.74332,673.4045,31.67115,237.2219,185.8221,-58.19164,-24.35216
24,277,51908,261,b'GALAXY',b'STARBURST',0.07567391,484.5446,109.0405,38.48495,157.4685,14.5787,89.81451,63.53024,-46.66615,-15.6408
25,277,51908,543,b'GALAXY',b'STARBURST',0.09544819,205.0075,57.93101,76.99652,35.27833,6.903555,43.2227,28.96266,-41.22667,-7.076165
26,277,51908,627,b'GALAXY',b'STARBURST',0.01858409,2200.718,692.0682,1376.974,298.8018,32.0036,311.7853,222.2074,-94.22059,-12.7059
27,278,51900,606,b'GALAXY',b'STARFORMING',0.0979054,403.1028,70.43414,23.53166,133.8707,13.30146,76.238,54.61893,-31.27425,-10.73287
28,279,51984,217,b'GALAXY',b'AGN',0.06885027,344.0781,86.04197,282.6064,177.8517,26.88362,117.6391,82.69806,-12.45804,-6.47286
29,279,51608,262,b'GALAXY',b'STARBURST',0.07232233,498.893,168.9236,207.2639,98.68423,18.21896,97.08232,65.03766,-63.37737,-12.53808
30,279,51608,459,b'GALAXY',b'STARBURST',0.07722676,285.0537,86.80492,63.53054,71.5192,11.52328,52.16829,43.56763,-41.63446,-11.25322
31,279,51984,459,b'GALAXY',b'AGN',0.1406462,391.9978,94.71085,361.9707,383.671,29.7059,80.59198,77.72787,-34.22037,-30.30939
32,279,51608,626,b'GALAXY',b'STARFORMING',0.02434141,891.6522,157.4333,46.0198,319.5544,23.49608,127.4966,84.3379,-18.95075,-6.840737
33,280,51612,318,b'GALAXY',b'STARBURST',0.07289648,1134.873,255.6057,105.8254,369.3793,21.07752,168.1523,135.6746,-111.801,-36.25047
34,280,51612,619,b'GALAXY',b'STARFORMING',0.1405835,299.5201,55.8405,105.4241,170.9806,11.94276,54.93923,41.10303,-26.32047,-15.1805
35,281,51614,605,b'GALAXY',b'STARFORMING',0.1258304,209.9079,52.12051,21.22488,90.50397,8.389327,35.36205,28.65996,-21.14053,-9.246092
36,282,51630,340,b'GALAXY',b'STARFORMING',0.06476851,167.1537,47.73076,40.97372,36.55083,8.657817,45.02538,26.52805,-23.23719,-5.624003
37,283,51959,432,b'GALAXY',b'AGN',0.1076459,258.486,57.14621,505.8434,306.1585,22.56842,72.24226,55.24688,-11.48451,-12.80914
38,283,51959,626,b'GALAXY',b'STARFORMING',0.07819925,363.9953,75.15567,32.61768,124.822,10.6679,68.36617,45.16118,-31.00104,-10.64606
39,284,51943,262,b'GALAXY',b'STARBURST',0.09952497,615.8701,131.1456,49.28245,214.9995,16.32423,104.3984,76.00417,-53.49599,-23.96161
40,284,51943,291,b'GALAXY',b'STARFORMING',0.05930642,240.9566,64.20611,35.67549,67.19476,10.60643,58.55026,39.7556,-24.7742,-6.740695
41,284,51943,384,b'GALAXY',b'STARBURST',0.128228,1417.609,414.0475,888.0237,192.2015,42.07626,200.7375,144.7343,-182.0458,-24.80638
42,284,51943,448,b'GALAXY',b'STARBURST',0.08889836,996.0705,278.7375,992.2717,75.86829,30.74462,120.2598,90.18526,-242.4264,-19.40688
43,285,51930,149,b'GALAXY',b'STARBURST',0.06273219,603.9211,201.0252,529.2586,64.30761,17.73272,80.69677,54.27227,-84.66006,-9.461524
44,285,51930,309,b'GALAXY',b'AGN',0.06455907,1680.862,385.6021,778.8463,1324.585,85.93223,268.6749,254.3355,-43.96678,-31.99094
45,285,51930,323,b'GALAXY',b'STARBURST',0.1572399,819.3638,208.8794,143.7885,274.6916,25.00211,136.4876,104.0532,-83.24654,-29.48517
46,285,51930,430,b'GALAXY',b'STARBURST',0.07714342,369.9604,98.7731,43.12562,116.8212,13.26654,73.70686,49.70824,-36.93386,-11.82895
47,285,51930,545,b'GALAXY',b'STARFORMING',0.07960711,112.8517,30.86758,39.87755,23.36171,4.85799,24.11714,19.51446,-27.78839,-5.788104
48,286,51999,450,b'GALAXY',b'STARBURST',0.04903002,539.0775,146.766,93.79117,177.3551,12.57361,88.11562,73.61721,-64.72389,-20.80762
49,286,51999,587,b'GALAXY',b'STARFORMING',0.01937778,937.9538,180.9433,39.95856,347.0284,26.30356,114.864,82.43607,-21.04662,-8.009298
50,287,52023,190,b'GALAXY',b'STARFORMING',0.07393959,226.0015,39.00127,44.41861,113.0931,13.84662,41.67369,28.64068,-8.049793,-3.984166
51,287,52023,606,b'GALAXY',b'STARFORMING',0.0737922,71.79077,22.77422,23.32724,13.26989,4.795801,17.38663,11.4394,-26.10571,-4.517409
52,288,52000,11,b'GALAXY',b'STARFORMING',0.116679,254.8427,54.96155,35.77804,100.6562,9.364377,46.16872,34.82316,-26.60971,-10.73915
53,288,52000,302,b'GALAXY',b'STARBURST',0.0813162,556.8716,120.0408,27.48027,196.323,11.17286,86.74435,57.76105,-40.79496,-14.44038
54,288,52000,337,b'GALAXY',b'STARFORMING',0.120753,463.368,101.7032,29.91933,160.133,9.308376,66.69875,49.61546,-38.4632,-13.69519
55,288,52000,504,b'GALAXY',b'STARFORMING',0.006317841,269.3847,88.24001,101.786,11.97804,10.83958,39.57808,30.18461,-37.80507,-1.948493
56,289,51990,195,b'GALAXY',b'STARFORMING',0.02330861,138.2632,49.92872,80.85625,13.28473,6.971474,27.67102,16.31335,-21.10329,-2.193456
57,289,51990,211,b'GALAXY',b'STARFORMING',0.07237981,275.5359,59.38449,19.7721,96.99956,12.3969,46.60999,35.12447,-21.54545,-7.3796
58,290,51941,324,b'GALAXY',b'STARFORMING',0.09351015,247.4704,53.10801,20.08969,108.2478,13.66076,49.03897,38.55176,-17.55272,-7.746267
59,290,51941,383,b'GALAXY',b'STARFORMING',0.08490559,307.069,77.93589,51.89535,105.2551,14.02265,68.23833,47.6884,-25.77837,-8.680587
60,266,51630,155,b'GALAXY',b'STARBURST',0.02170876,2255.693,663.3409,2956.007,85.94353,34.17805,164.4952,110.1759,-377.4541,-15.09157
61,266,51602,478,b'GALAXY',b'AGN',0.1222151,195.6631,44.21009,175.4055,167.8092,29.23894,82.52731,71.67097,-15.01538,-12.30173
62,267,51608,440,b'GALAXY',b'STARBURST',0.0858379,522.236,99.44359,113.2058,164.933,13.69943,82.40025,65.94819,-50.84221,-16.87058
63,267,51608,451,b'GALAXY',b'STARBURST',0.0466621,563.0275,206.2887,316.7859,116.5738,15.28072,106.4522,73.60356,-50.80367,-10.78315
64,267,51608,490,b'GALAXY',b'STARFORMING',0.07917745,225.959,57.90806,35.79316,60.37647,9.873179,48.53577,36.69431,-38.54481,-10.36376
65,267,51608,600,b'GALAXY',b'STARBURST',0.07153107,807.9829,253.1404,486.0197,111.2496,21.93543,125.777,87.24911,-127.4302,-17.96994
66,267,51608,632,b'GALAXY',b'STARFORMING',0.08655048,485.7838,61.75042,24.64422,327.8547,17.08572,65.72919,57.37098,-41.68848,-27.09595
67,268,51633,347,b'GALAXY',b'AGN',0.04619598,181.1279,44.96656,195.8559,141.8698,14.72507,33.57184,29.07658,-18.31159,-14.18613
68,269,51910,569,b'GALAXY',b'AGN',0.06864459,655.2211,125.0819,468.4318,618.1774,38.61102,148.5976,123.2173,-18.97323,-17.78792
69,270,51909,178,b'GALAXY',b'STARFORMING',0.02110603,430.6102,150.8434,349.1174,40.41412,18.05468,71.28476,52.7315,-29.42578,-2.790431
70,271,51883,94,b'GALAXY',b'STARBURST',0.04947625,1002.406,255.0544,76.97161,332.1633,9.937919,146.4815,108.0546,-61.85608,-20.15749
71,272,51941,142,b'GALAXY',b'STARBURST',0.06454878,615.825,153.2778,70.64408,217.9076,16.78662,116.4781,82.3375,-37.87193,-13.19621
72,272,51941,542,b'GALAXY',b'STARFORMING',0.02150348,2583.349,522.0494,570.9513,1505.974,112.5573,541.6896,448.9442,-38.68898,-22.41698
73,273,51957,62,b'GALAXY',b'STARBURST',0.02937375,2096.773,576.0186,337.975,889.3483,41.35158,384.335,314.126,-48.12156,-20.86366
74,273,51957,384,b'GALAXY',b'STARBURST',0.09568932,550.3754,123.6318,43.13993,188.0868,25.2818,110.2824,77.71123,-41.5663,-14.55436
75,274,51913,37,b'GALAXY',b'STARFORMING',0.08320576,273.0028,65.29177,36.63747,98.03828,7.724006,50.14512,39.83076,-28.17131,-9.91586
76,274,51913,239,b'GALAXY',b'STARBURST',0.06400023,281.5497,71.10148,34.68307,83.0599,8.499857,61.58701,43.41236,-41.07786,-12.04245
77,274,51913,324,b'GALAXY',b'STARFORMING',0.1166136,178.1026,34.68519,17.46461,71.88325,8.484179,27.99992,20.25151,-17.54994,-7.067246
78,274,51913,468,b'GALAXY',b'',0.1193536,72.20171,16.55545,14.59813,63.02442,9.285554,22.00879,13.1531,-6.864703,-5.26818
79,276,51909,532,b'GALAXY',b'STARBURST',0.0639591,506.8183,127.6936,56.49486,183.1827,16.68429,93.13952,69.97334,-44.04136,-16.00531
80,276,51909,637,b'GALAXY',b'STARFORMING',0.07704163,688.1536,95.88546,36.67318,395.5302,24.70532,127.2424,93.95633,-27.54948,-15.84942
81,277,51908,49,b'GALAXY',b'AGN',0.02864285,600.0198,108.7335,205.3234,356.3771,48.16155,175.2421,128.6662,-21.09837,-12.30307
82,277,51908,79,b'GALAXY',b'STARFORMING',0.04364219,508.2907,117.8294,33.7125,178.0963,16.00529,101.4142,72.9968,-29.46596,-9.932616
83,278,51900,342,b'GALAXY',b'STARBURST',0.04151317,381.8019,138.981,370.9406,25.02968,11.52961,57.89729,41.84831,-56.95446,-4.668501
84,279,51984,54,b'GALAXY',b'STARFORMING',0.07475523,990.382,195.983,44.38533,494.4878,17.03098,115.8334,96.05355,-36.28225,-17.98947
85,279,51984,216,b'GALAXY',b'STARFORMING',0.01756477,307.0664,117.4133,245.9285,33.67299,12.08403,57.42783,41.94002,-36.14612,-4.201437
86,279,51984,257,b'GALAXY',b'STARFORMING',0.04807758,273.4795,80.26401,76.7548,59.99661,16.18058,67.6936,44.80317,-28.3609,-6.198331
87,279,51608,398,b'GALAXY',b'STARBURST',0.1284104,557.0292,165.6753,134.6018,150.4948,14.23363,90.14911,58.70076,-90.76736,-25.00117
88,279,51984,424,b'GALAXY',b'STARBURST',0.02835528,841.3784,273.912,843.6384,63.20275,23.32475,110.7297,73.06666,-78.92229,-6.091947
89,279,51984,556,b'GALAXY',b'STARBURST',0.0250771,283.9893,95.1567,186.3609,27.87809,11.58348,53.93859,35.20432,-45.09637,-4.594534
90,282,51658,23,b'GALAXY',b'STARFORMING',0.02711138,390.9729,113.0756,169.6462,68.4874,12.71744,91.55542,58.47948,-38.11362,-6.514965
91,282,51658,122,b'GALAXY',b'STARFORMING',0.06073626,259.2967,64.44257,50.38282,64.7561,7.555993,50.84118,37.32079,-33.28487,-7.884732
92,282,51630,296,b'GALAXY',b'STARBURST',0.07592364,1508.681,408.1584,1193.77,148.9732,52.86625,196.2785,138.817,-106.6681,-10.6448
93,282,51630,326,b'GALAXY',b'STARFORMING',0.02577544,338.1954,91.07182,58.38963,101.3051,12.01586,85.19998,62.78582,-20.71639,-6.004407
94,284,51943,170,b'GALAXY',b'STARBURST',0.004619197,3819.881,1262.154,6800.71,55.3756,34.12154,133.887,103.3989,-590.0485,-9.187263
95,284,51662,194,b'GALAXY',b'STARBURST',0.09542701,557.3134,154.0921,138.9803,130.8115,17.43155,100.0662,71.05803,-61.99204,-14.88872
96,284,51943,588,b'GALAXY',b'',0.1693009,108.0561,14.88459,29.71076,100.2799,17.26449,38.2527,36.47085,-8.591489,-7.690862
97,285,51663,108,b'GALAXY',b'STARBURST',0.07671201,622.3906,143.7569,62.0028,200.76,15.46737,112.0584,83.9362,-57.28512,-18.88695
98,285,51663,580,b'GALAXY',b'STARFORMING',0.1004298,201.3742,55.64968,59.58104,46.32396,10.29645,41.59949,29.70434,-25.62736,-6.741531
99,285,51663,597,b'GALAXY',b'STARFORMING',0.03859914,889.5428,218.4968,67.46349,406.4012,42.73923,170.8867,126.7248,-27.41045,-12.54903
100,287,52023,33,b'GALAXY',b'STARBURST',0.08487885,478.6821,117.2352,144.2362,99.32606,13.33686,68.45793,47.17293,-72.45101,-15.55912
101,287,52023,619,b'GALAXY',b'BROADLINE',0.0820732,72.86595,23.53565,33.39462,128.9606,24.26289,43.39653,29.44087,-2.550557,-3.627905
102,288,52000,19,b'GALAXY',b'STARBURST',0.1172404,638.0669,151.399,104.9676,216.6154,16.14817,88.56151,65.24934,-49.8191,-16.76586
103,288,52000,26,b'GALAXY',b'STARFORMING',0.02553847,442.1676,120.2401,38.56746,137.1118,12.28699,101.0798,73.04613,-24.43183,-7.513594
104,288,52000,42,b'GALAXY',b'STARFORMING',0.1086603,188.5561,46.7354,12.93716,62.43773,9.675032,35.55358,22.81473,-21.09302,-6.823121
105,288,52000,172,b'GALAXY',b'STARBURST',0.03055075,214.8153,60.99838,16.14178,66.33208,3.38975,31.55754,22.47224,-87.30743,-27.36031
106,288,52000,179,b'GALAXY',b'STARFORMING',0.02115823,325.4225,103.4147,81.50706,76.57162,12.55304,93.54654,65.30407,-22.17347,-5.235286
107,288,52000,608,b'GALAXY',b'STARFORMING',0.02422025,545.1814,169.021,336.8969,68.02214,18.28326,101.2738,75.9401,-36.2493,-4.764122
108,289,51990,369,b'GALAXY',b'STARBURST',0.03984521,2140.445,685.2861,3268.183,52.25135,25.31195,122.891,87.82938,-391.0819,-10.56852
109,289,51990,418,b'GALAXY',b'STARFORMING',0.08331353,482.017,129.8299,326.2106,312.8215,29.09928,75.6396,66.69893,-23.70335,-15.24975
110,290,51941,250,b'GALAXY',b'STARFORMING',0.1116795,373.8006,65.15547,32.90953,165.7401,14.31636,71.77805,49.65538,-28.55321,-12.80609
111,290,51941,371,b'GALAXY',b'STARBURST',0.09319922,400.8512,96.97632,39.24475,144.4182,17.08271,78.7934,53.37545,-43.67749,-15.20833
112,290,51941,552,b'GALAXY',b'STARFORMING',0.07200869,335.1379,68.47392,19.33535,145.4263,9.547299,60.61131,41.81145,-23.58495,-10.39248
113,291,51928,189,b'GALAXY',b'STARBURST',0.08057621,533.5392,114.1396,23.99077,204.3619,14.98353,78.88242,61.04632,-38.36045,-14.85671
114,291,51660,359,b'GALAXY',b'STARFORMING',0.09018697,192.9409,34.84119,57.01514,143.4984,37.35809,83.16093,63.34057,-13.61707,-9.438209
115,291,51928,419,b'GALAXY',b'AGN',0.08960216,46.70888,11.49903,31.67381,58.44692,13.76082,23.40706,20.2729,-4.322503,-5.018962
116,291,51928,475,b'GALAXY',b'STARFORMING',0.04581346,339.6425,87.68684,32.08146,155.3672,9.135573,74.12584,59.46601,-15.80268,-7.077689
117,291,51928,516,b'GALAXY',b'STARFORMING',0.08028698,266.9519,61.58044,21.39216,130.4475,13.45553,55.81777,41.45311,-9.674104,-4.78967
118,291,51660,537,b'GALAXY',b'AGN',0.1246813,184.9034,40.094,262.5672,150.5906,11.52998,42.13425,32.86422,-9.8127,-8.189178
119,291,51928,552,b'GALAXY',b'STARFORMING',0.08331896,947.9609,213.3327,56.12413,453.5468,26.66675,130.7706,103.1724,-26.79137,-13.12183
120,266,51602,151,b'GALAXY',b'STARBURST',0.02174484,2362.678,663.3417,812.6094,478.5448,57.51406,442.9721,309.4637,-60.0316,-12.24339
121,266,51602,438,b'GALAXY',b'STARBURST',0.02494532,2082.63,645.1212,4311.511,52.13974,22.56505,89.25211,70.39994,-467.1168,-13.25001
122,267,51608,384,b'GALAXY',b'STARBURST',0.006316895,9129.952,2833.981,11480.28,425.1553,72.51957,553.0176,386.4682,-361.9978,-18.10456
123,268,51633,426,b'GALAXY',b'STARFORMING',0.08850689,212.0866,45.535,14.40767,86.69861,8.123192,36.18219,26.48433,-22.41295,-9.126225
124,268,51633,611,b'GALAXY',b'STARFORMING',0.06198409,455.0872,112.9706,38.55032,152.9543,12.6089,92.10526,65.44086,-36.55698,-12.15555
125,269,51910,187,b'GALAXY',b'STARFORMING',0.1226063,373.0755,91.5835,40.08422,137.0912,13.10243,74.42999,48.01548,-31.24326,-11.308
126,269,51910,414,b'GALAXY',b'STARFORMING',0.06763151,641.1194,148.3649,73.65313,305.6597,19.81371,105.5831,85.58274,-35.99654,-16.93423
127,270,51909,124,b'GALAXY',b'STARFORMING',0.09223709,323.1991,93.02721,51.20788,105.3562,10.72838,57.63268,34.14821,-27.6453,-8.935806
128,271,51883,153,b'GALAXY',b'',0.04708967,237.9874,28.83812,14.64221,116.0208,12.86834,53.02258,39.66248,-17.99532,-8.867499
129,271,51883,597,b'GALAXY',b'STARFORMING',0.07224173,304.5855,76.99594,31.7092,138.6204,11.12215,68.38297,49.0496,-21.14663,-9.576106
130,272,51941,264,b'GALAXY',b'STARFORMING',0.05350371,254.2343,67.42009,17.23296,94.7786,9.129302,49.34203,28.70177,-21.95697,-8.104282
131,272,51941,561,b'GALAXY',b'STARBURST',0.02173863,732.7123,228.0614,508.8468,91.51634,25.83652,127.6479,90.89935,-52.24081,-6.755149
132,272,51941,563,b'GALAXY',b'AGN',0.09766387,96.68621,22.43333,34.79272,86.26238,16.49228,51.04788,30.5615,-4.971997,-4.107665
133,272,51941,575,b'GALAXY',b'STARBURST',0.03250088,346.7582,92.85812,152.7766,60.93342,13.10976,70.89396,49.88099,-46.56623,-8.33575
134,273,51957,33,b'GALAXY',b'STARBURST',0.02126185,560.1868,171.3774,329.7026,64.37923,18.42392,85.7674,62.21623,-57.12479,-6.573706
135,273,51957,402,b'GALAXY',b'STARFORMING',0.05075456,581.5748,142.1641,85.98173,155.7061,13.45682,116.8682,88.30135,-43.34737,-11.5243
136,273,51957,477,b'GALAXY',b'STARFORMING',0.02849584,268.0157,50.28488,33.3969,146.5637,22.2973,72.21324,53.93335,-13.18059,-7.126264
137,273,51957,605,b'GALAXY',b'STARBURST',0.01894327,480.9588,148.8877,272.6382,60.47615,12.82573,78.50812,51.53271,-58.37584,-7.762162
138,274,51913,117,b'GALAXY',b'STARFORMING',0.1241373,244.8617,49.64991,91.16862,111.3282,9.810078,38.0894,28.26208,-23.38461,-9.429034
139,274,51913,234,b'GALAXY',b'STARFORMING',0.2189591,195.4863,39.26342,17.86546,112.7948,9.347008,39.63126,30.23222,-19.40319,-11.16908
140,274,51913,298,b'GALAXY',b'AGN BROADLINE',0.08264595,136.4331,25.34401,45.56194,229.1111,22.05947,59.98551,44.05264,-11.73388,-16.69588
141,274,51913,564,b'GALAXY',b'STARFORMING',0.1001684,225.2501,38.83054,38.2501,112.6952,14.47042,57.73963,43.12194,-26.05297,-8.482378
142,274,51913,571,b'GALAXY',b'STARFORMING',0.06701321,483.3253,98.01491,47.37568,202.2082,14.13758,74.28333,51.99308,-21.16936,-8.781968
143,275,51910,107,b'GALAXY',b'STARBURST',0.01620855,744.3932,249.4688,776.5083,49.7374,27.56796,96.94077,72.63873,-41.96885,-2.922733
144,276,51909,23,b'GALAXY',b'STARFORMING',0.05132372,398.4777,101.2661,43.45197,141.7121,9.393301,65.35749,48.49339,-26.66828,-9.435235
145,277,51908,80,b'GALAXY',b'STARFORMING',0.1235702,215.1627,63.95762,44.30155,84.96842,12.46415,57.35238,39.39293,-19.80588,-7.736156
146,277,51908,290,b'GALAXY',b'STARBURST',0.1869678,486.8498,112.2054,181.9165,212.595,17.05468,82.59489,59.3692,-71.26804,-30.50401
147,277,51908,403,b'GALAXY',b'STARFORMING',0.03891089,772.631,142.4902,47.02505,328.2347,26.20506,137.7268,99.53067,-19.4499,-8.334858
148,279,51984,4,b'GALAXY',b'STARFORMING',0.04731026,443.9126,121.3959,48.40157,138.6513,12.20081,90.08235,61.8114,-34.89574,-10.8668
149,279,51608,61,b'GALAXY',b'STARBURST',0.07410697,314.792,88.90775,35.74592,95.20933,8.151348,64.41808,44.19841,-42.73395,-12.20281
150,279,51984,503,b'GALAXY',b'STARBURST',0.1005874,403.0869,122.6356,164.9475,84.62631,14.54946,76.76859,53.96778,-40.82145,-11.4878
151,281,51614,103,b'GALAXY',b'STARFORMING',0.04863509,332.9443,55.22633,22.56204,130.4199,12.56319,57.4851,38.06146,-13.37746,-5.354991
152,281,51614,213,b'GALAXY',b'STARBURST',0.06389935,765.7547,154.1241,72.55598,251.1345,19.43186,128.5623,94.6929,-46.47004,-15.06211
153,281,51614,316,b'GALAXY',b'AGN',0.06859364,116.997,37.48052,64.92342,133.2947,23.25329,74.61564,38.94889,-2.182486,-2.337093
154,281,51614,439,b'GALAXY',b'STARBURST',0.06902143,433.6919,107.7467,65.68568,137.9879,13.883,81.00291,60.91221,-41.2198,-13.24561
155,282,51630,311,b'GALAXY',b'STARBURST',0.06878084,514.4094,154.8795,213.7743,89.1939,19.45503,99.98922,68.46362,-70.52546,-11.78432
156,282,51658,312,b'GALAXY',b'STARBURST',0.06876928,497.389,147.1004,200.1505,83.37076,16.21285,92.69248,64.40198,-67.68604,-12.00278
157,282,51630,591,b'GALAXY',b'STARBURST',0.125327,362.944,80.60714,34.52393,124.4311,13.31168,66.76122,43.73225,-54.30932,-18.5506
158,282,51658,591,b'GALAXY',b'STARBURST',0.1252968,415.4046,85.73079,29.6669,140.2885,12.31095,68.27675,49.23639,-60.52675,-20.28624
159,283,51959,77,b'GALAXY',b'STARFORMING',0.09495579,515.1902,101.7952,38.55978,244.8197,15.45934,71.31468,57.34756,-22.51943,-10.97036
160,283,51959,144,b'GALAXY',b'STARFORMING',0.01850538,537.6589,149.4593,183.2497,113.568,15.71691,127.9539,90.99203,-32.16486,-6.743884
161,283,51959,290,b'GALAXY',b'STARFORMING',0.05460099,105.0325,26.2969,28.80628,21.68152,6.268423,25.95796,15.39198,-25.09731,-4.907343
162,283,51959,446,b'GALAXY',b'AGN',0.177878,598.7955,147.4396,448.4189,341.0628,21.47464,90.18746,70.63107,-47.99757,-27.82759
163,284,51662,239,b'GALAXY',b'STARFORMING',0.01928624,175.3018,62.22816,79.64308,26.74981,9.511081,44.51272,33.88855,-18.40805,-3.041407
164,284,51662,244,b'GALAXY',b'STARFORMING',0.05942305,146.5687,41.74981,26.51806,37.98883,9.221602,36.45598,25.40515,-24.04935,-6.269452
165,284,51662,399,b'GALAXY',b'AGN',0.04735121,1048.441,233.7699,672.0048,979.9487,73.10765,269.9889,220.6094,-17.5374,-16.01518
166,285,51930,94,b'GALAXY',b'AGN',0.07658424,194.946,43.1968,167.7484,114.6206,13.4724,43.81499,41.87965,-16.61336,-9.942678
167,285,51663,368,b'GALAXY',b'STARFORMING',0.03938237,1424.274,187.2229,118.7595,762.7374,58.74248,256.5992,161.6539,-20.29144,-10.83588
168,285,51663,536,b'GALAXY',b'STARBURST',0.1255402,280.8668,75.83707,40.17839,71.58682,9.455297,49.09472,35.80994,-52.37536,-13.91737
169,287,52023,500,b'GALAXY',b'STARFORMING',0.08232234,385.7915,89.60279,14.98045,128.6168,9.699948,53.73571,34.6871,-33.81702,-11.47842
170,287,52023,526,b'GALAXY',b'STARFORMING',0.06935719,261.6216,63.72902,25.55734,87.21746,7.33714,54.14585,39.40987,-30.74756,-10.23169
171,288,52000,283,b'GALAXY',b'STARFORMING',0.09392653,287.812,72.38043,16.95769,90.88062,8.328511,45.0301,33.49508,-32.49614,-10.31149
172,288,52000,619,b'GALAXY',b'STARFORMING',0.02574256,198.055,56.48633,65.84966,42.33085,11.33979,50.95268,36.48878,-13.83448,-2.779999
173,289,51990,91,b'GALAXY',b'STARFORMING',0.04305903,351.7621,85.64931,34.9066,101.5859,9.267272,81.38987,55.82129,-27.31034,-7.848866
174,289,51990,336,b'GALAXY',b'STARFORMING',0.07430882,345.7027,96.11981,84.07246,90.78923,13.98233,74.95512,55.2451,-36.10402,-9.295591
175,291,51928,267,b'GALAXY',b'STARBURST',0.01255981,912.6132,297.0127,604.6426,112.1746,25.14334,160.5488,108.2792,-47.72583,-5.894083
176,291,51928,375,b'GALAXY',b'STARFORMING',0.08986734,243.6788,59.09227,81.50477,131.3409,11.05889,37.73995,29.75047,-27.5863,-14.76038
177,292,51609,173,b'GALAXY',b'STARFORMING',0.1092577,403.3443,106.7251,53.44561,113.4074,11.6385,74.27303,49.99279,-43.89515,-12.06013
